age,gender,member_type,table,qx
105,female,retiree,teacher_below_median,0.38625
106,female,retiree,teacher_below_median,0.40609
107,female,retiree,teacher_below_median,0.42519
108,female,retiree,teacher_below_median,0.44341
109,female,retiree,teacher_below_median,0.46067
110,female,retiree,teacher_below_median,0.4769
111,female,retiree,teacher_below_median,0.49205
112,female,retiree,teacher_below_median,0.5
113,female,retiree,teacher_below_median,0.5
114,female,retiree,teacher_below_median,0.5
115,female,retiree,teacher_below_median,0.5
116,female,retiree,teacher_below_median,0.5
117,female,retiree,teacher_below_median,0.5
118,female,retiree,teacher_below_median,0.5
119,female,retiree,teacher_below_median,0.5
120,female,retiree,teacher_below_median,1.0
18,male,employee,teacher_below_median,0.00035
19,male,employee,teacher_below_median,0.00036
20,male,employee,teacher_below_median,0.00035
21,male,employee,teacher_below_median,0.00032
22,male,employee,teacher_below_median,0.00029
23,male,employee,teacher_below_median,0.00025
24,male,employee,teacher_below_median,0.00023
25,male,employee,teacher_below_median,0.00022
26,male,employee,teacher_below_median,0.00023
27,male,employee,teacher_below_median,0.00025
28,male,employee,teacher_below_median,0.00026
29,male,employee,teacher_below_median,0.00028
30,male,employee,teacher_below_median,0.0003
31,male,employee,teacher_below_median,0.00032
32,male,employee,teacher_below_median,0.00034
33,male,employee,teacher_below_median,0.00036
34,male,employee,teacher_below_median,0.00038
35,male,employee,teacher_below_median,0.00041
36,male,employee,teacher_below_median,0.00043
37,male,employee,teacher_below_median,0.00046
38,male,employee,teacher_below_median,0.00049
39,male,employee,teacher_below_median,0.00053
40,male,employee,teacher_below_median,0.00057
41,male,employee,teacher_below_median,0.00062
42,male,employee,teacher_below_median,0.00067
43,male,employee,teacher_below_median,0.00074
44,male,employee,teacher_below_median,0.00081
45,male,employee,teacher_below_median,0.0009
46,male,employee,teacher_below_median,0.001
47,male,employee,teacher_below_median,0.00111
48,male,employee,teacher_below_median,0.00122
49,male,employee,teacher_below_median,0.00135
50,male,employee,teacher_below_median,0.00149
51,male,employee,teacher_below_median,0.00164
52,male,employee,teacher_below_median,0.0018
53,male,employee,teacher_below_median,0.00197
54,male,employee,teacher_below_median,0.00214
55,male,employee,teacher_below_median,0.00232
56,male,employee,teacher_below_median,0.00252
57,male,employee,teacher_below_median,0.00274
58,male,employee,teacher_below_median,0.00298
59,male,employee,teacher_below_median,0.00325
60,male,employee,teacher_below_median,0.00357
61,male,employee,teacher_below_median,0.00392
62,male,employee,teacher_below_median,0.00433
63,male,employee,teacher_below_median,0.00478
64,male,employee,teacher_below_median,0.00529
65,male,employee,teacher_below_median,0.00586
66,male,employee,teacher_below_median,0.00649
67,male,employee,teacher_below_median,0.00718
68,male,employee,teacher_below_median,0.00793
69,male,employee,teacher_below_median,0.00873
70,male,employee,teacher_below_median,0.00957
71,male,employee,teacher_below_median,0.01045
72,male,employee,teacher_below_median,0.01138
73,male,employee,teacher_below_median,0.01236
74,male,employee,teacher_below_median,0.01341
75,male,employee,teacher_below_median,0.01453
76,male,employee,teacher_below_median,0.01665
77,male,employee,teacher_below_median,0.01909
78,male,employee,teacher_below_median,0.02188
79,male,employee,teacher_below_median,0.02508
80,male,employee,teacher_below_median,0.02874
81,male,employee,teacher_below_median,0.04736
82,male,employee,teacher_below_median,0.05345
83,male,employee,teacher_below_median,0.06034
84,male,employee,teacher_below_median,0.0681
85,male,employee,teacher_below_median,0.07681
86,male,employee,teacher_below_median,0.08654
87,male,employee,teacher_below_median,0.09733
88,male,employee,teacher_below_median,0.10925
89,male,employee,teacher_below_median,0.12239
90,male,employee,teacher_below_median,0.1368
91,male,employee,teacher_below_median,0.15242
92,male,employee,teacher_below_median,0.16915
93,male,employee,teacher_below_median,0.18688
94,male,employee,teacher_below_median,0.20545
95,male,employee,teacher_below_median,0.22473
96,male,employee,teacher_below_median,0.24455
97,male,employee,teacher_below_median,0.26474
98,male,employee,teacher_below_median,0.28516
99,male,employee,teacher_below_median,0.30565
100,male,employee,teacher_below_median,0.32609
101,male,employee,teacher_below_median,0.34636
102,male,employee,teacher_below_median,0.3664
103,male,employee,teacher_below_median,0.38604
104,male,employee,teacher_below_median,0.40512
105,male,employee,teacher_below_median,0.42352
106,male,employee,teacher_below_median,0.44113
107,male,employee,teacher_below_median,0.45786
108,male,employee,teacher_below_median,0.47364
109,male,employee,teacher_below_median,0.48843
110,male,employee,teacher_below_median,0.5
111,male,employee,teacher_below_median,0.5
112,male,employee,teacher_below_median,0.5
113,male,employee,teacher_below_median,0.5
114,male,employee,teacher_below_median,0.5
115,male,employee,teacher_below_median,0.5
116,male,employee,teacher_below_median,0.5
117,male,employee,teacher_below_median,0.5
118,male,employee,teacher_below_median,0.5
119,male,employee,teacher_below_median,0.5
120,male,employee,teacher_below_median,1.0
18,male,retiree,teacher_below_median,0.00035
19,male,retiree,teacher_below_median,0.00036
20,male,retiree,teacher_below_median,0.00035
21,male,retiree,teacher_below_median,0.00032
22,male,retiree,teacher_below_median,0.00029
23,male,retiree,teacher_below_median,0.00025
24,male,retiree,teacher_below_median,0.00023
25,male,retiree,teacher_below_median,0.00022
26,male,retiree,teacher_below_median,0.00023
27,male,retiree,teacher_below_median,0.00025
28,male,retiree,teacher_below_median,0.00026
29,male,retiree,teacher_below_median,0.00028
30,male,retiree,teacher_below_median,0.0003
31,male,retiree,teacher_below_median,0.00032
32,male,retiree,teacher_below_median,0.00034
33,male,retiree,teacher_below_median,0.00036
34,male,retiree,teacher_below_median,0.00038
35,male,retiree,teacher_below_median,0.00041
36,male,retiree,teacher_below_median,0.00043
37,male,retiree,teacher_below_median,0.00046
38,male,retiree,teacher_below_median,0.00049
39,male,retiree,teacher_below_median,0.00053
40,male,retiree,teacher_below_median,0.00057
41,male,retiree,teacher_below_median,0.00062
42,male,retiree,teacher_below_median,0.00067
43,male,retiree,teacher_below_median,0.00074
44,male,retiree,teacher_below_median,0.00081
45,male,retiree,teacher_below_median,0.0009
46,male,retiree,teacher_below_median,0.001
47,male,retiree,teacher_below_median,0.00111
48,male,retiree,teacher_below_median,0.00122
49,male,retiree,teacher_below_median,0.00135
50,male,retiree,teacher_below_median,0.00149
51,male,retiree,teacher_below_median,0.00164
52,male,retiree,teacher_below_median,0.0018
53,male,retiree,teacher_below_median,0.00197
54,male,retiree,teacher_below_median,0.00214
55,male,retiree,teacher_below_median,0.00349
56,male,retiree,teacher_below_median,0.00374
57,male,retiree,teacher_below_median,0.004
58,male,retiree,teacher_below_median,0.00429
59,male,retiree,teacher_below_median,0.00459
60,male,retiree,teacher_below_median,0.00491
61,male,retiree,teacher_below_median,0.00525
62,male,retiree,teacher_below_median,0.00562
63,male,retiree,teacher_below_median,0.00603
64,male,retiree,teacher_below_median,0.00649
65,male,retiree,teacher_below_median,0.007
66,male,retiree,teacher_below_median,0.00779
67,male,retiree,teacher_below_median,0.00869
68,male,retiree,teacher_below_median,0.00974
69,male,retiree,teacher_below_median,0.01094
70,male,retiree,teacher_below_median,0.01232
71,male,retiree,teacher_below_median,0.01391
72,male,retiree,teacher_below_median,0.01572
73,male,retiree,teacher_below_median,0.01778
74,male,retiree,teacher_below_median,0.02012
75,male,retiree,teacher_below_median,0.02278
76,male,retiree,teacher_below_median,0.02579
77,male,retiree,teacher_below_median,0.02916
78,male,retiree,teacher_below_median,0.03295
79,male,retiree,teacher_below_median,0.0372
80,male,retiree,teacher_below_median,0.04198
81,male,retiree,teacher_below_median,0.04736
82,male,retiree,teacher_below_median,0.05345
83,male,retiree,teacher_below_median,0.06034
84,male,retiree,teacher_below_median,0.0681
85,male,retiree,teacher_below_median,0.07681
86,male,retiree,teacher_below_median,0.08654
87,male,retiree,teacher_below_median,0.09733
88,male,retiree,teacher_below_median,0.10925
89,male,retiree,teacher_below_median,0.12239
90,male,retiree,teacher_below_median,0.1368
91,male,retiree,teacher_below_median,0.15242
92,male,retiree,teacher_below_median,0.16915
93,male,retiree,teacher_below_median,0.18688
94,male,retiree,teacher_below_median,0.20545
95,male,retiree,teacher_below_median,0.22473
96,male,retiree,teacher_below_median,0.24455
97,male,retiree,teacher_below_median,0.26474
98,male,retiree,teacher_below_median,0.28516
99,male,retiree,teacher_below_median,0.30565
100,male,retiree,teacher_below_median,0.32609
101,male,retiree,teacher_below_median,0.34636
102,male,retiree,teacher_below_median,0.3664
103,male,retiree,teacher_below_median,0.38604
104,male,retiree,teacher_below_median,0.40512
105,male,retiree,teacher_below_median,0.42352
106,male,retiree,teacher_below_median,0.44113
107,male,retiree,teacher_below_median,0.45786
108,male,retiree,teacher_below_median,0.47364
109,male,retiree,teacher_below_median,0.48843
110,male,retiree,teacher_below_median,0.5
111,male,retiree,teacher_below_median,0.5
112,male,retiree,teacher_below_median,0.5
113,male,retiree,teacher_below_median,0.5
114,male,retiree,teacher_below_median,0.5
115,male,retiree,teacher_below_median,0.5
116,male,retiree,teacher_below_median,0.5
117,male,retiree,teacher_below_median,0.5
118,male,retiree,teacher_below_median,0.5
119,male,retiree,teacher_below_median,0.5
120,male,retiree,teacher_below_median,1.0
