age,year,gender,improvement
20,2033,female,0.0135
20,2034,female,0.0135
20,2035,female,0.0135
20,2036,female,0.0135
20,2037,female,0.0135
21,1951,female,0.0135
21,1952,female,0.0135
21,1953,female,0.0135
21,1954,female,0.0135
21,1955,female,0.0135
21,1956,female,0.0135
21,1957,female,0.0135
21,1958,female,0.0135
21,1959,female,0.0135
21,1960,female,0.0135
21,1961,female,0.0135
21,1962,female,0.0135
21,1963,female,0.0135
21,1964,female,0.0135
21,1965,female,0.0135
21,1966,female,0.0135
21,1967,female,0.0135
21,1968,female,0.0135
21,1969,female,0.0135
21,1970,female,0.0135
21,1971,female,0.0135
21,1972,female,0.0135
21,1973,female,0.0135
21,1974,female,0.0135
21,1975,female,0.0135
21,1976,female,0.0135
21,1977,female,0.0135
21,1978,female,0.0135
21,1979,female,0.0135
21,1980,female,0.0135
21,1981,female,0.0135
21,1982,female,0.0135
21,1983,female,0.0135
21,1984,female,0.0135
21,1985,female,0.0135
21,1986,female,0.0135
21,1987,female,0.0135
21,1988,female,0.0135
21,1989,female,0.0135
21,1990,female,0.0135
21,1991,female,0.0135
21,1992,female,0.0135
21,1993,female,0.0135
21,1994,female,0.0135
21,1995,female,0.0135
21,1996,female,0.0135
21,1997,female,0.0135
21,1998,female,0.0135
21,1999,female,0.0135
21,2000,female,0.0135
21,2001,female,0.0135
21,2002,female,0.0135
21,2003,female,0.0135
21,2004,female,0.0135
21,2005,female,0.0135
21,2006,female,0.0135
21,2007,female,0.0135
21,2008,female,0.0135
21,2009,female,0.0135
21,2010,female,0.0135
21,2011,female,0.0135
21,2012,female,0.0135
21,2013,female,0.0135
21,2014,female,0.0135
21,2015,female,0.0135
21,2016,female,0.0135
21,2017,female,0.0135
21,2018,female,0.0135
21,2019,female,0.0135
21,2020,female,0.0135
21,2021,female,0.0135
21,2022,female,0.0135
21,2023,female,0.0135
21,2024,female,0.0135
21,2025,female,0.0135
21,2026,female,0.0135
21,2027,female,0.0135
21,2028,female,0.0135
21,2029,female,0.0135
21,2030,female,0.0135
21,2031,female,0.0135
21,2032,female,0.0135
21,2033,female,0.0135
21,2034,female,0.0135
21,2035,female,0.0135
21,2036,female,0.0135
21,2037,female,0.0135
22,1951,female,0.0135
22,1952,female,0.0135
22,1953,female,0.0135
22,1954,female,0.0135
22,1955,female,0.0135
22,1956,female,0.0135
22,1957,female,0.0135
22,1958,female,0.0135
22,1959,female,0.0135
22,1960,female,0.0135
22,1961,female,0.0135
22,1962,female,0.0135
22,1963,female,0.0135
22,1964,female,0.0135
22,1965,female,0.0135
22,1966,female,0.0135
22,1967,female,0.0135
22,1968,female,0.0135
22,1969,female,0.0135
22,1970,female,0.0135
22,1971,female,0.0135
22,1972,female,0.0135
22,1973,female,0.0135
22,1974,female,0.0135
22,1975,female,0.0135
22,1976,female,0.0135
22,1977,female,0.0135
22,1978,female,0.0135
22,1979,female,0.0135
22,1980,female,0.0135
22,1981,female,0.0135
22,1982,female,0.0135
22,1983,female,0.0135
22,1984,female,0.0135
22,1985,female,0.0135
22,1986,female,0.0135
22,1987,female,0.0135
22,1988,female,0.0135
22,1989,female,0.0135
22,1990,female,0.0135
22,1991,female,0.0135
22,1992,female,0.0135
22,1993,female,0.0135
22,1994,female,0.0135
22,1995,female,0.0135
22,1996,female,0.0135
22,1997,female,0.0135
22,1998,female,0.0135
22,1999,female,0.0135
22,2000,female,0.0135
22,2001,female,0.0135
22,2002,female,0.0135
22,2003,female,0.0135
22,2004,female,0.0135
22,2005,female,0.0135
22,2006,female,0.0135
22,2007,female,0.0135
22,2008,female,0.0135
22,2009,female,0.0135
22,2010,female,0.0135
22,2011,female,0.0135
22,2012,female,0.0135
22,2013,female,0.0135
22,2014,female,0.0135
22,2015,female,0.0135
22,2016,female,0.0135
22,2017,female,0.0135
22,2018,female,0.0135
22,2019,female,0.0135
22,2020,female,0.0135
22,2021,female,0.0135
22,2022,female,0.0135
22,2023,female,0.0135
22,2024,female,0.0135
22,2025,female,0.0135
22,2026,female,0.0135
22,2027,female,0.0135
22,2028,female,0.0135
22,2029,female,0.0135
22,2030,female,0.0135
22,2031,female,0.0135
22,2032,female,0.0135
22,2033,female,0.0135
22,2034,female,0.0135
22,2035,female,0.0135
22,2036,female,0.0135
22,2037,female,0.0135
23,1951,female,0.0135
23,1952,female,0.0135
23,1953,female,0.0135
23,1954,female,0.0135
23,1955,female,0.0135
23,1956,female,0.0135
23,1957,female,0.0135
23,1958,female,0.0135
23,1959,female,0.0135
23,1960,female,0.0135
23,1961,female,0.0135
23,1962,female,0.0135
23,1963,female,0.0135
23,1964,female,0.0135
23,1965,female,0.0135
23,1966,female,0.0135
23,1967,female,0.0135
23,1968,female,0.0135
23,1969,female,0.0135
23,1970,female,0.0135
23,1971,female,0.0135
23,1972,female,0.0135
23,1973,female,0.0135
23,1974,female,0.0135
23,1975,female,0.0135
23,1976,female,0.0135
23,1977,female,0.0135
23,1978,female,0.0135
23,1979,female,0.0135
23,1980,female,0.0135
23,1981,female,0.0135
23,1982,female,0.0135
23,1983,female,0.0135
23,1984,female,0.0135
23,1985,female,0.0135
23,1986,female,0.0135
23,1987,female,0.0135
23,1988,female,0.0135
23,1989,female,0.0135
23,1990,female,0.0135
23,1991,female,0.0135
23,1992,female,0.0135
23,1993,female,0.0135
23,1994,female,0.0135
23,1995,female,0.0135
23,1996,female,0.0135
23,1997,female,0.0135
23,1998,female,0.0135
23,1999,female,0.0135
23,2000,female,0.0135
23,2001,female,0.0135
23,2002,female,0.0135
23,2003,female,0.0135
23,2004,female,0.0135
23,2005,female,0.0135
23,2006,female,0.0135
23,2007,female,0.0135
23,2008,female,0.0135
23,2009,female,0.0135
23,2010,female,0.0135
23,2011,female,0.0135
23,2012,female,0.0135
23,2013,female,0.0135
23,2014,female,0.0135
23,2015,female,0.0135
23,2016,female,0.0135
23,2017,female,0.0135
23,2018,female,0.0135
23,2019,female,0.0135
23,2020,female,0.0135
23,2021,female,0.0135
23,2022,female,0.0135
23,2023,female,0.0135
23,2024,female,0.0135
23,2025,female,0.0135
23,2026,female,0.0135
23,2027,female,0.0135
23,2028,female,0.0135
23,2029,female,0.0135
23,2030,female,0.0135
23,2031,female,0.0135
23,2032,female,0.0135
23,2033,female,0.0135
23,2034,female,0.0135
23,2035,female,0.0135
23,2036,female,0.0135
23,2037,female,0.0135
24,1951,female,0.0135
24,1952,female,0.0135
24,1953,female,0.0135
24,1954,female,0.0135
24,1955,female,0.0135
24,1956,female,0.0135
24,1957,female,0.0135
24,1958,female,0.0135
24,1959,female,0.0135
24,1960,female,0.0135
24,1961,female,0.0135
24,1962,female,0.0135
24,1963,female,0.0135
24,1964,female,0.0135
24,1965,female,0.0135
24,1966,female,0.0135
24,1967,female,0.0135
24,1968,female,0.0135
24,1969,female,0.0135
24,1970,female,0.0135
24,1971,female,0.0135
24,1972,female,0.0135
24,1973,female,0.0135
24,1974,female,0.0135
24,1975,female,0.0135
24,1976,female,0.0135
24,1977,female,0.0135
24,1978,female,0.0135
24,1979,female,0.0135
24,1980,female,0.0135
24,1981,female,0.0135
24,1982,female,0.0135
24,1983,female,0.0135
24,1984,female,0.0135
24,1985,female,0.0135
24,1986,female,0.0135
24,1987,female,0.0135
24,1988,female,0.0135
24,1989,female,0.0135
24,1990,female,0.0135
24,1991,female,0.0135
24,1992,female,0.0135
24,1993,female,0.0135
24,1994,female,0.0135
24,1995,female,0.0135
24,1996,female,0.0135
24,1997,female,0.0135
24,1998,female,0.0135
24,1999,female,0.0135
24,2000,female,0.0135
24,2001,female,0.0135
24,2002,female,0.0135
24,2003,female,0.0135
24,2004,female,0.0135
24,2005,female,0.0135
24,2006,female,0.0135
24,2007,female,0.0135
24,2008,female,0.0135
24,2009,female,0.0135
24,2010,female,0.0135
24,2011,female,0.0135
24,2012,female,0.0135
24,2013,female,0.0135
24,2014,female,0.0135
24,2015,female,0.0135
24,2016,female,0.0135
24,2017,female,0.0135
24,2018,female,0.0135
24,2019,female,0.0135
24,2020,female,0.0135
24,2021,female,0.0135
24,2022,female,0.0135
24,2023,female,0.0135
24,2024,female,0.0135
24,2025,female,0.0135
24,2026,female,0.0135
24,2027,female,0.0135
24,2028,female,0.0135
24,2029,female,0.0135
24,2030,female,0.0135
24,2031,female,0.0135
24,2032,female,0.0135
24,2033,female,0.0135
24,2034,female,0.0135
24,2035,female,0.0135
24,2036,female,0.0135
24,2037,female,0.0135
25,1951,female,0.0135
25,1952,female,0.0135
25,1953,female,0.0135
25,1954,female,0.0135
25,1955,female,0.0135
25,1956,female,0.0135
25,1957,female,0.0135
25,1958,female,0.0135
25,1959,female,0.0135
25,1960,female,0.0135
25,1961,female,0.0135
25,1962,female,0.0135
25,1963,female,0.0135
25,1964,female,0.0135
25,1965,female,0.0135
25,1966,female,0.0135
25,1967,female,0.0135
25,1968,female,0.0135
25,1969,female,0.0135
25,1970,female,0.0135
25,1971,female,0.0135
25,1972,female,0.0135
25,1973,female,0.0135
25,1974,female,0.0135
25,1975,female,0.0135
25,1976,female,0.0135
25,1977,female,0.0135
25,1978,female,0.0135
25,1979,female,0.0135
25,1980,female,0.0135
25,1981,female,0.0135
25,1982,female,0.0135
25,1983,female,0.0135
25,1984,female,0.0135
25,1985,female,0.0135
25,1986,female,0.0135
25,1987,female,0.0135
25,1988,female,0.0135
25,1989,female,0.0135
25,1990,female,0.0135
25,1991,female,0.0135
25,1992,female,0.0135
25,1993,female,0.0135
25,1994,female,0.0135
25,1995,female,0.0135
25,1996,female,0.0135
25,1997,female,0.0135
25,1998,female,0.0135
25,1999,female,0.0135
25,2000,female,0.0135
25,2001,female,0.0135
25,2002,female,0.0135
25,2003,female,0.0135
25,2004,female,0.0135
25,2005,female,0.0135
25,2006,female,0.0135
25,2007,female,0.0135
25,2008,female,0.0135
25,2009,female,0.0135
25,2010,female,0.0135
25,2011,female,0.0135
25,2012,female,0.0135
25,2013,female,0.0135
25,2014,female,0.0135
25,2015,female,0.0135
25,2016,female,0.0135
25,2017,female,0.0135
25,2018,female,0.0135
25,2019,female,0.0135
25,2020,female,0.0135
25,2021,female,0.0135
25,2022,female,0.0135
25,2023,female,0.0135
25,2024,female,0.0135
25,2025,female,0.0135
25,2026,female,0.0135
25,2027,female,0.0135
25,2028,female,0.0135
25,2029,female,0.0135
25,2030,female,0.0135
25,2031,female,0.0135
25,2032,female,0.0135
25,2033,female,0.0135
25,2034,female,0.0135
25,2035,female,0.0135
25,2036,female,0.0135
25,2037,female,0.0135
26,1951,female,0.0135
26,1952,female,0.0135
26,1953,female,0.0135
26,1954,female,0.0135
26,1955,female,0.0135
26,1956,female,0.0135
26,1957,female,0.0135
26,1958,female,0.0135
26,1959,female,0.0135
26,1960,female,0.0135
26,1961,female,0.0135
26,1962,female,0.0135
26,1963,female,0.0135
26,1964,female,0.0135
26,1965,female,0.0135
26,1966,female,0.0135
26,1967,female,0.0135
26,1968,female,0.0135
26,1969,female,0.0135
26,1970,female,0.0135
26,1971,female,0.0135
26,1972,female,0.0135
26,1973,female,0.0135
26,1974,female,0.0135
26,1975,female,0.0135
26,1976,female,0.0135
26,1977,female,0.0135
26,1978,female,0.0135
26,1979,female,0.0135
26,1980,female,0.0135
26,1981,female,0.0135
26,1982,female,0.0135
26,1983,female,0.0135
26,1984,female,0.0135
26,1985,female,0.0135
26,1986,female,0.0135
26,1987,female,0.0135
26,1988,female,0.0135
26,1989,female,0.0135
26,1990,female,0.0135
26,1991,female,0.0135
26,1992,female,0.0135
26,1993,female,0.0135
26,1994,female,0.0135
26,1995,female,0.0135
26,1996,female,0.0135
26,1997,female,0.0135
26,1998,female,0.0135
26,1999,female,0.0135
26,2000,female,0.0135
26,2001,female,0.0135
26,2002,female,0.0135
26,2003,female,0.0135
26,2004,female,0.0135
26,2005,female,0.0135
26,2006,female,0.0135
26,2007,female,0.0135
26,2008,female,0.0135
26,2009,female,0.0135
26,2010,female,0.0135
26,2011,female,0.0135
26,2012,female,0.0135
26,2013,female,0.0135
26,2014,female,0.0135
26,2015,female,0.0135
26,2016,female,0.0135
26,2017,female,0.0135
26,2018,female,0.0135
26,2019,female,0.0135
26,2020,female,0.0135
26,2021,female,0.0135
26,2022,female,0.0135
26,2023,female,0.0135
26,2024,female,0.0135
26,2025,female,0.0135
26,2026,female,0.0135
26,2027,female,0.0135
26,2028,female,0.0135
26,2029,female,0.0135
26,2030,female,0.0135
26,2031,female,0.0135
26,2032,female,0.0135
26,2033,female,0.0135
26,2034,female,0.0135
26,2035,female,0.0135
26,2036,female,0.0135
26,2037,female,0.0135
27,1951,female,0.0135
27,1952,female,0.0135
27,1953,female,0.0135
27,1954,female,0.0135
27,1955,female,0.0135
27,1956,female,0.0135
27,1957,female,0.0135
27,1958,female,0.0135
27,1959,female,0.0135
27,1960,female,0.0135
27,1961,female,0.0135
27,1962,female,0.0135
27,1963,female,0.0135
27,1964,female,0.0135
27,1965,female,0.0135
27,1966,female,0.0135
27,1967,female,0.0135
27,1968,female,0.0135
27,1969,female,0.0135
27,1970,female,0.0135
27,1971,female,0.0135
27,1972,female,0.0135
27,1973,female,0.0135
27,1974,female,0.0135
27,1975,female,0.0135
27,1976,female,0.0135
27,1977,female,0.0135
27,1978,female,0.0135
27,1979,female,0.0135
27,1980,female,0.0135
27,1981,female,0.0135
27,1982,female,0.0135
27,1983,female,0.0135
27,1984,female,0.0135
27,1985,female,0.0135
27,1986,female,0.0135
27,1987,female,0.0135
27,1988,female,0.0135
27,1989,female,0.0135
27,1990,female,0.0135
27,1991,female,0.0135
27,1992,female,0.0135
27,1993,female,0.0135
27,1994,female,0.0135
27,1995,female,0.0135
27,1996,female,0.0135
27,1997,female,0.0135
27,1998,female,0.0135
27,1999,female,0.0135
27,2000,female,0.0135
27,2001,female,0.0135
27,2002,female,0.0135
27,2003,female,0.0135
27,2004,female,0.0135
27,2005,female,0.0135
27,2006,female,0.0135
27,2007,female,0.0135
27,2008,female,0.0135
27,2009,female,0.0135
27,2010,female,0.0135
27,2011,female,0.0135
27,2012,female,0.0135
27,2013,female,0.0135
27,2014,female,0.0135
27,2015,female,0.0135
27,2016,female,0.0135
27,2017,female,0.0135
27,2018,female,0.0135
27,2019,female,0.0135
27,2020,female,0.0135
27,2021,female,0.0135
27,2022,female,0.0135
27,2023,female,0.0135
27,2024,female,0.0135
27,2025,female,0.0135
27,2026,female,0.0135
27,2027,female,0.0135
27,2028,female,0.0135
27,2029,female,0.0135
27,2030,female,0.0135
27,2031,female,0.0135
27,2032,female,0.0135
27,2033,female,0.0135
27,2034,female,0.0135
27,2035,female,0.0135
27,2036,female,0.0135
27,2037,female,0.0135
28,1951,female,0.0135
28,1952,female,0.0135
28,1953,female,0.0135
28,1954,female,0.0135
28,1955,female,0.0135
28,1956,female,0.0135
28,1957,female,0.0135
28,1958,female,0.0135
28,1959,female,0.0135
28,1960,female,0.0135
28,1961,female,0.0135
28,1962,female,0.0135
28,1963,female,0.0135
28,1964,female,0.0135
28,1965,female,0.0135
28,1966,female,0.0135
28,1967,female,0.0135
28,1968,female,0.0135
28,1969,female,0.0135
28,1970,female,0.0135
28,1971,female,0.0135
28,1972,female,0.0135
28,1973,female,0.0135
28,1974,female,0.0135
28,1975,female,0.0135
28,1976,female,0.0135
28,1977,female,0.0135
28,1978,female,0.0135
28,1979,female,0.0135
28,1980,female,0.0135
28,1981,female,0.0135
28,1982,female,0.0135
28,1983,female,0.0135
28,1984,female,0.0135
28,1985,female,0.0135
28,1986,female,0.0135
28,1987,female,0.0135
28,1988,female,0.0135
28,1989,female,0.0135
28,1990,female,0.0135
28,1991,female,0.0135
28,1992,female,0.0135
28,1993,female,0.0135
28,1994,female,0.0135
28,1995,female,0.0135
28,1996,female,0.0135
28,1997,female,0.0135
28,1998,female,0.0135
28,1999,female,0.0135
28,2000,female,0.0135
28,2001,female,0.0135
28,2002,female,0.0135
28,2003,female,0.0135
28,2004,female,0.0135
28,2005,female,0.0135
28,2006,female,0.0135
28,2007,female,0.0135
28,2008,female,0.0135
28,2009,female,0.0135
28,2010,female,0.0135
28,2011,female,0.0135
28,2012,female,0.0135
28,2013,female,0.0135
28,2014,female,0.0135
28,2015,female,0.0135
28,2016,female,0.0135
28,2017,female,0.0135
28,2018,female,0.0135
28,2019,female,0.0135
28,2020,female,0.0135
28,2021,female,0.0135
28,2022,female,0.0135
28,2023,female,0.0135
28,2024,female,0.0135
28,2025,female,0.0135
28,2026,female,0.0135
28,2027,female,0.0135
28,2028,female,0.0135
28,2029,female,0.0135
28,2030,female,0.0135
28,2031,female,0.0135
28,2032,female,0.0135
28,2033,female,0.0135
28,2034,female,0.0135
28,2035,female,0.0135
28,2036,female,0.0135
28,2037,female,0.0135
29,1951,female,0.0135
29,1952,female,0.0135
29,1953,female,0.0135
29,1954,female,0.0135
29,1955,female,0.0135
29,1956,female,0.0135
29,1957,female,0.0135
29,1958,female,0.0135
29,1959,female,0.0135
29,1960,female,0.0135
29,1961,female,0.0135
29,1962,female,0.0135
29,1963,female,0.0135
29,1964,female,0.0135
29,1965,female,0.0135
29,1966,female,0.0135
29,1967,female,0.0135
29,1968,female,0.0135
29,1969,female,0.0135
29,1970,female,0.0135
29,1971,female,0.0135
29,1972,female,0.0135
29,1973,female,0.0135
29,1974,female,0.0135
29,1975,female,0.0135
29,1976,female,0.0135
29,1977,female,0.0135
29,1978,female,0.0135
29,1979,female,0.0135
29,1980,female,0.0135
29,1981,female,0.0135
29,1982,female,0.0135
29,1983,female,0.0135
29,1984,female,0.0135
29,1985,female,0.0135
29,1986,female,0.0135
29,1987,female,0.0135
29,1988,female,0.0135
29,1989,female,0.0135
29,1990,female,0.0135
29,1991,female,0.0135
29,1992,female,0.0135
29,1993,female,0.0135
29,1994,female,0.0135
29,1995,female,0.0135
29,1996,female,0.0135
29,1997,female,0.0135
29,1998,female,0.0135
29,1999,female,0.0135
29,2000,female,0.0135
29,2001,female,0.0135
29,2002,female,0.0135
29,2003,female,0.0135
29,2004,female,0.0135
29,2005,female,0.0135
29,2006,female,0.0135
29,2007,female,0.0135
29,2008,female,0.0135
29,2009,female,0.0135
29,2010,female,0.0135
29,2011,female,0.0135
29,2012,female,0.0135
29,2013,female,0.0135
29,2014,female,0.0135
29,2015,female,0.0135
29,2016,female,0.0135
29,2017,female,0.0135
29,2018,female,0.0135
29,2019,female,0.0135
29,2020,female,0.0135
29,2021,female,0.0135
29,2022,female,0.0135
29,2023,female,0.0135
29,2024,female,0.0135
29,2025,female,0.0135
29,2026,female,0.0135
29,2027,female,0.0135
29,2028,female,0.0135
29,2029,female,0.0135
29,2030,female,0.0135
29,2031,female,0.0135
29,2032,female,0.0135
29,2033,female,0.0135
29,2034,female,0.0135
29,2035,female,0.0135
29,2036,female,0.0135
29,2037,female,0.0135
30,1951,female,0.0135
30,1952,female,0.0135
30,1953,female,0.0135
30,1954,female,0.0135
30,1955,female,0.0135
30,1956,female,0.0135
30,1957,female,0.0135
30,1958,female,0.0135
30,1959,female,0.0135
30,1960,female,0.0135
30,1961,female,0.0135
30,1962,female,0.0135
30,1963,female,0.0135
30,1964,female,0.0135
30,1965,female,0.0135
30,1966,female,0.0135
30,1967,female,0.0135
30,1968,female,0.0135
30,1969,female,0.0135
30,1970,female,0.0135
30,1971,female,0.0135
30,1972,female,0.0135
30,1973,female,0.0135
30,1974,female,0.0135
30,1975,female,0.0135
30,1976,female,0.0135
30,1977,female,0.0135
30,1978,female,0.0135
30,1979,female,0.0135
30,1980,female,0.0135
30,1981,female,0.0135
30,1982,female,0.0135
30,1983,female,0.0135
30,1984,female,0.0135
30,1985,female,0.0135
30,1986,female,0.0135
30,1987,female,0.0135
30,1988,female,0.0135
30,1989,female,0.0135
30,1990,female,0.0135
30,1991,female,0.0135
30,1992,female,0.0135
30,1993,female,0.0135
30,1994,female,0.0135
30,1995,female,0.0135
30,1996,female,0.0135
30,1997,female,0.0135
30,1998,female,0.0135
30,1999,female,0.0135
30,2000,female,0.0135
30,2001,female,0.0135
30,2002,female,0.0135
30,2003,female,0.0135
30,2004,female,0.0135
30,2005,female,0.0135
30,2006,female,0.0135
30,2007,female,0.0135
30,2008,female,0.0135
30,2009,female,0.0135
30,2010,female,0.0135
30,2011,female,0.0135
30,2012,female,0.0135
30,2013,female,0.0135
30,2014,female,0.0135
30,2015,female,0.0135
30,2016,female,0.0135
30,2017,female,0.0135
30,2018,female,0.0135
30,2019,female,0.0135
30,2020,female,0.0135
30,2021,female,0.0135
30,2022,female,0.0135
30,2023,female,0.0135
30,2024,female,0.0135
30,2025,female,0.0135
30,2026,female,0.0135
30,2027,female,0.0135
30,2028,female,0.0135
30,2029,female,0.0135
30,2030,female,0.0135
30,2031,female,0.0135
30,2032,female,0.0135
30,2033,female,0.0135
30,2034,female,0.0135
30,2035,female,0.0135
30,2036,female,0.0135
30,2037,female,0.0135
31,1951,female,0.0135
31,1952,female,0.0135
31,1953,female,0.0135
31,1954,female,0.0135
31,1955,female,0.0135
31,1956,female,0.0135
31,1957,female,0.0135
31,1958,female,0.0135
31,1959,female,0.0135
31,1960,female,0.0135
31,1961,female,0.0135
31,1962,female,0.0135
31,1963,female,0.0135
31,1964,female,0.0135
31,1965,female,0.0135
31,1966,female,0.0135
31,1967,female,0.0135
31,1968,female,0.0135
31,1969,female,0.0135
31,1970,female,0.0135
31,1971,female,0.0135
31,1972,female,0.0135
31,1973,female,0.0135
31,1974,female,0.0135
31,1975,female,0.0135
31,1976,female,0.0135
31,1977,female,0.0135
31,1978,female,0.0135
31,1979,female,0.0135
31,1980,female,0.0135
31,1981,female,0.0135
31,1982,female,0.0135
31,1983,female,0.0135
31,1984,female,0.0135
31,1985,female,0.0135
31,1986,female,0.0135
31,1987,female,0.0135
31,1988,female,0.0135
31,1989,female,0.0135
31,1990,female,0.0135
31,1991,female,0.0135
31,1992,female,0.0135
31,1993,female,0.0135
31,1994,female,0.0135
31,1995,female,0.0135
31,1996,female,0.0135
31,1997,female,0.0135
31,1998,female,0.0135
31,1999,female,0.0135
31,2000,female,0.0135
31,2001,female,0.0135
31,2002,female,0.0135
31,2003,female,0.0135
31,2004,female,0.0135
31,2005,female,0.0135
31,2006,female,0.0135
31,2007,female,0.0135
31,2008,female,0.0135
31,2009,female,0.0135
31,2010,female,0.0135
31,2011,female,0.0135
31,2012,female,0.0135
31,2013,female,0.0135
31,2014,female,0.0135
31,2015,female,0.0135
31,2016,female,0.0135
31,2017,female,0.0135
31,2018,female,0.0135
31,2019,female,0.0135
31,2020,female,0.0135
31,2021,female,0.0135
31,2022,female,0.0135
31,2023,female,0.0135
31,2024,female,0.0135
31,2025,female,0.0135
31,2026,female,0.0135
31,2027,female,0.0135
31,2028,female,0.0135
31,2029,female,0.0135
31,2030,female,0.0135
31,2031,female,0.0135
31,2032,female,0.0135
31,2033,female,0.0135
31,2034,female,0.0135
31,2035,female,0.0135
31,2036,female,0.0135
31,2037,female,0.0135
32,1951,female,0.0135
32,1952,female,0.0135
32,1953,female,0.0135
32,1954,female,0.0135
32,1955,female,0.0135
32,1956,female,0.0135
32,1957,female,0.0135
32,1958,female,0.0135
32,1959,female,0.0135
32,1960,female,0.0135
32,1961,female,0.0135
32,1962,female,0.0135
32,1963,female,0.0135
32,1964,female,0.0135
32,1965,female,0.0135
32,1966,female,0.0135
32,1967,female,0.0135
32,1968,female,0.0135
32,1969,female,0.0135
32,1970,female,0.0135
32,1971,female,0.0135
32,1972,female,0.0135
32,1973,female,0.0135
32,1974,female,0.0135
32,1975,female,0.0135
32,1976,female,0.0135
32,1977,female,0.0135
32,1978,female,0.0135
32,1979,female,0.0135
32,1980,female,0.0135
32,1981,female,0.0135
32,1982,female,0.0135
32,1983,female,0.0135
32,1984,female,0.0135
32,1985,female,0.0135
32,1986,female,0.0135
32,1987,female,0.0135
32,1988,female,0.0135
32,1989,female,0.0135
32,1990,female,0.0135
32,1991,female,0.0135
32,1992,female,0.0135
32,1993,female,0.0135
32,1994,female,0.0135
32,1995,female,0.0135
32,1996,female,0.0135
32,1997,female,0.0135
32,1998,female,0.0135
32,1999,female,0.0135
32,2000,female,0.0135
32,2001,female,0.0135
32,2002,female,0.0135
32,2003,female,0.0135
32,2004,female,0.0135
32,2005,female,0.0135
32,2006,female,0.0135
32,2007,female,0.0135
32,2008,female,0.0135
32,2009,female,0.0135
32,2010,female,0.0135
32,2011,female,0.0135
32,2012,female,0.0135
32,2013,female,0.0135
32,2014,female,0.0135
32,2015,female,0.0135
32,2016,female,0.0135
32,2017,female,0.0135
32,2018,female,0.0135
32,2019,female,0.0135
32,2020,female,0.0135
32,2021,female,0.0135
32,2022,female,0.0135
32,2023,female,0.0135
32,2024,female,0.0135
32,2025,female,0.0135
32,2026,female,0.0135
32,2027,female,0.0135
32,2028,female,0.0135
32,2029,female,0.0135
32,2030,female,0.0135
32,2031,female,0.0135
32,2032,female,0.0135
32,2033,female,0.0135
32,2034,female,0.0135
32,2035,female,0.0135
32,2036,female,0.0135
32,2037,female,0.0135
33,1951,female,0.0135
33,1952,female,0.0135
33,1953,female,0.0135
33,1954,female,0.0135
33,1955,female,0.0135
33,1956,female,0.0135
33,1957,female,0.0135
33,1958,female,0.0135
33,1959,female,0.0135
33,1960,female,0.0135
33,1961,female,0.0135
33,1962,female,0.0135
33,1963,female,0.0135
33,1964,female,0.0135
33,1965,female,0.0135
33,1966,female,0.0135
33,1967,female,0.0135
33,1968,female,0.0135
33,1969,female,0.0135
33,1970,female,0.0135
33,1971,female,0.0135
33,1972,female,0.0135
33,1973,female,0.0135
33,1974,female,0.0135
33,1975,female,0.0135
33,1976,female,0.0135
33,1977,female,0.0135
33,1978,female,0.0135
33,1979,female,0.0135
33,1980,female,0.0135
33,1981,female,0.0135
33,1982,female,0.0135
33,1983,female,0.0135
