age,year,gender,improvement
22,2020,female,-0.0124
22,2021,female,-0.0097
22,2022,female,-0.0066
22,2023,female,-0.0034
22,2024,female,-0.0003
22,2025,female,0.0025
22,2026,female,0.0048
22,2027,female,0.0063
22,2028,female,0.0074
22,2029,female,0.0084
22,2030,female,0.0094
22,2031,female,0.0104
22,2032,female,0.0112
22,2033,female,0.012
22,2034,female,0.0126
22,2035,female,0.0131
22,2036,female,0.0134
22,2037,female,0.0135
23,1951,female,0.0724
23,1952,female,0.0641
23,1953,female,0.0556
23,1954,female,0.0469
23,1955,female,0.0383
23,1956,female,0.0303
23,1957,female,0.0232
23,1958,female,0.0169
23,1959,female,0.0113
23,1960,female,0.0064
23,1961,female,0.0021
23,1962,female,-0.0016
23,1963,female,-0.0045
23,1964,female,-0.0065
23,1965,female,-0.0077
23,1966,female,-0.0081
23,1967,female,-0.0073
23,1968,female,-0.005
23,1969,female,-0.0012
23,1970,female,0.0039
23,1971,female,0.0096
23,1972,female,0.015
23,1973,female,0.0194
23,1974,female,0.0222
23,1975,female,0.0232
23,1976,female,0.023
23,1977,female,0.0223
23,1978,female,0.022
23,1979,female,0.0225
23,1980,female,0.0231
23,1981,female,0.0231
23,1982,female,0.0218
23,1983,female,0.0188
23,1984,female,0.0145
23,1985,female,0.0099
23,1986,female,0.0061
23,1987,female,0.0041
23,1988,female,0.004
23,1989,female,0.0054
23,1990,female,0.0077
23,1991,female,0.0103
23,1992,female,0.013
23,1993,female,0.0154
23,1994,female,0.0174
23,1995,female,0.0183
23,1996,female,0.0177
23,1997,female,0.0151
23,1998,female,0.0109
23,1999,female,0.0054
23,2000,female,0.0
23,2001,female,-0.0044
23,2002,female,-0.0068
23,2003,female,-0.0069
23,2004,female,-0.0047
23,2005,female,-0.0009
23,2006,female,0.0037
23,2007,female,0.0081
23,2008,female,0.0111
23,2009,female,0.0116
23,2010,female,0.0094
23,2011,female,0.0045
23,2012,female,-0.0023
23,2013,female,-0.0097
23,2014,female,-0.0165
23,2015,female,-0.0209
23,2016,female,-0.022
23,2017,female,-0.0198
23,2018,female,-0.0184
23,2019,female,-0.0161
23,2020,female,-0.0131
23,2021,female,-0.0102
23,2022,female,-0.007
23,2023,female,-0.0037
23,2024,female,-0.0005
23,2025,female,0.0024
23,2026,female,0.0047
23,2027,female,0.0063
23,2028,female,0.0074
23,2029,female,0.0084
23,2030,female,0.0094
23,2031,female,0.0104
23,2032,female,0.0112
23,2033,female,0.012
23,2034,female,0.0126
23,2035,female,0.0131
23,2036,female,0.0134
23,2037,female,0.0135
24,1951,female,0.0732
24,1952,female,0.0646
24,1953,female,0.0558
24,1954,female,0.0468
24,1955,female,0.0378
24,1956,female,0.0294
24,1957,female,0.022
24,1958,female,0.0156
24,1959,female,0.0102
24,1960,female,0.0057
24,1961,female,0.002
24,1962,female,-0.0009
24,1963,female,-0.003
24,1964,female,-0.0044
24,1965,female,-0.0052
24,1966,female,-0.0052
24,1967,female,-0.0044
24,1968,female,-0.0023
24,1969,female,0.0013
24,1970,female,0.0062
24,1971,female,0.0117
24,1972,female,0.0169
24,1973,female,0.0212
24,1974,female,0.0239
24,1975,female,0.0248
24,1976,female,0.0244
24,1977,female,0.0234
24,1978,female,0.0226
24,1979,female,0.0224
24,1980,female,0.0225
24,1981,female,0.0221
24,1982,female,0.0205
24,1983,female,0.0173
24,1984,female,0.0129
24,1985,female,0.0081
24,1986,female,0.0041
24,1987,female,0.0019
24,1988,female,0.0019
24,1989,female,0.0037
24,1990,female,0.0063
24,1991,female,0.0093
24,1992,female,0.0123
24,1993,female,0.0153
24,1994,female,0.0179
24,1995,female,0.0196
24,1996,female,0.0197
24,1997,female,0.0175
24,1998,female,0.0131
24,1999,female,0.0073
24,2000,female,0.0012
24,2001,female,-0.004
24,2002,female,-0.0072
24,2003,female,-0.0081
24,2004,female,-0.0068
24,2005,female,-0.004
24,2006,female,-0.0002
24,2007,female,0.0037
24,2008,female,0.0064
24,2009,female,0.007
24,2010,female,0.0051
24,2011,female,0.0006
24,2012,female,-0.0057
24,2013,female,-0.0128
24,2014,female,-0.0192
24,2015,female,-0.0234
24,2016,female,-0.0242
24,2017,female,-0.0217
24,2018,female,-0.0201
24,2019,female,-0.0176
24,2020,female,-0.0144
24,2021,female,-0.0108
24,2022,female,-0.0075
24,2023,female,-0.004
24,2024,female,-0.0007
24,2025,female,0.0023
24,2026,female,0.0047
24,2027,female,0.0063
24,2028,female,0.0074
24,2029,female,0.0084
24,2030,female,0.0094
24,2031,female,0.0104
24,2032,female,0.0112
24,2033,female,0.012
24,2034,female,0.0126
24,2035,female,0.0131
24,2036,female,0.0134
24,2037,female,0.0135
25,1951,female,0.0734
25,1952,female,0.0648
25,1953,female,0.0558
25,1954,female,0.0466
25,1955,female,0.0373
25,1956,female,0.0285
25,1957,female,0.0208
25,1958,female,0.0144
25,1959,female,0.0091
25,1960,female,0.005
25,1961,female,0.0019
25,1962,female,-0.0004
25,1963,female,-0.0018
25,1964,female,-0.0026
25,1965,female,-0.0029
25,1966,female,-0.0028
25,1967,female,-0.0018
25,1968,female,0.0003
25,1969,female,0.0037
25,1970,female,0.0084
25,1971,female,0.0138
25,1972,female,0.0191
25,1973,female,0.0233
25,1974,female,0.0259
25,1975,female,0.0268
25,1976,female,0.0262
25,1977,female,0.0248
25,1978,female,0.0235
25,1979,female,0.0226
25,1980,female,0.022
25,1981,female,0.021
25,1982,female,0.019
25,1983,female,0.0155
25,1984,female,0.0108
25,1985,female,0.0057
25,1986,female,0.0014
25,1987,female,-0.0008
25,1988,female,-0.0006
25,1989,female,0.0015
25,1990,female,0.0046
25,1991,female,0.008
25,1992,female,0.0114
25,1993,female,0.0149
25,1994,female,0.0182
25,1995,female,0.0208
25,1996,female,0.0216
25,1997,female,0.02
25,1998,female,0.0158
25,1999,female,0.0097
25,2000,female,0.0031
25,2001,female,-0.0028
25,2002,female,-0.0067
25,2003,female,-0.0085
25,2004,female,-0.0081
25,2005,female,-0.0061
25,2006,female,-0.0031
25,2007,female,0.0002
25,2008,female,0.0026
25,2009,female,0.0032
25,2010,female,0.0014
25,2011,female,-0.0028
25,2012,female,-0.0089
25,2013,female,-0.0158
25,2014,female,-0.0219
25,2015,female,-0.0259
25,2016,female,-0.0266
25,2017,female,-0.0238
25,2018,female,-0.0221
25,2019,female,-0.0194
25,2020,female,-0.016
25,2021,female,-0.0121
25,2022,female,-0.008
25,2023,female,-0.0044
25,2024,female,-0.0009
25,2025,female,0.0022
25,2026,female,0.0047
25,2027,female,0.0063
25,2028,female,0.0074
25,2029,female,0.0084
25,2030,female,0.0094
25,2031,female,0.0104
25,2032,female,0.0112
25,2033,female,0.012
25,2034,female,0.0126
25,2035,female,0.0131
25,2036,female,0.0134
25,2037,female,0.0135
26,1951,female,0.0732
26,1952,female,0.0645
26,1953,female,0.0555
26,1954,female,0.0461
26,1955,female,0.0366
26,1956,female,0.0275
26,1957,female,0.0196
26,1958,female,0.0132
26,1959,female,0.0082
26,1960,female,0.0044
26,1961,female,0.0018
26,1962,female,0.0
26,1963,female,-0.0009
26,1964,female,-0.0013
26,1965,female,-0.0012
26,1966,female,-0.0008
26,1967,female,0.0004
26,1968,female,0.0026
26,1969,female,0.006
26,1970,female,0.0106
26,1971,female,0.016
26,1972,female,0.0213
26,1973,female,0.0256
26,1974,female,0.0283
26,1975,female,0.0291
26,1976,female,0.0284
26,1977,female,0.0266
26,1978,female,0.0247
26,1979,female,0.0231
26,1980,female,0.0216
26,1981,female,0.0199
26,1982,female,0.0174
26,1983,female,0.0134
26,1984,female,0.0082
26,1985,female,0.0028
26,1986,female,-0.0016
26,1987,female,-0.0038
26,1988,female,-0.0034
26,1989,female,-0.0009
26,1990,female,0.0026
26,1991,female,0.0064
26,1992,female,0.0102
26,1993,female,0.0142
26,1994,female,0.0182
26,1995,female,0.0216
26,1996,female,0.0234
26,1997,female,0.0225
26,1998,female,0.0186
26,1999,female,0.0125
26,2000,female,0.0055
26,2001,female,-0.0009
26,2002,female,-0.0055
26,2003,female,-0.008
26,2004,female,-0.0085
26,2005,female,-0.0073
26,2006,female,-0.0051
26,2007,female,-0.0024
26,2008,female,-0.0004
26,2009,female,0.0
26,2010,female,-0.0017
26,2011,female,-0.0058
26,2012,female,-0.0118
26,2013,female,-0.0185
26,2014,female,-0.0246
26,2015,female,-0.0285
26,2016,female,-0.029
26,2017,female,-0.0261
26,2018,female,-0.0242
26,2019,female,-0.0213
26,2020,female,-0.0176
26,2021,female,-0.0135
26,2022,female,-0.0091
26,2023,female,-0.0048
26,2024,female,-0.0011
26,2025,female,0.0021
26,2026,female,0.0046
26,2027,female,0.0063
26,2028,female,0.0074
26,2029,female,0.0084
26,2030,female,0.0094
26,2031,female,0.0104
26,2032,female,0.0112
26,2033,female,0.012
26,2034,female,0.0126
26,2035,female,0.0131
26,2036,female,0.0134
26,2037,female,0.0135
27,1951,female,0.0725
27,1952,female,0.0638
27,1953,female,0.0548
27,1954,female,0.0454
27,1955,female,0.0357
27,1956,female,0.0265
27,1957,female,0.0186
27,1958,female,0.0122
27,1959,female,0.0074
27,1960,female,0.0039
27,1961,female,0.0016
27,1962,female,0.0002
27,1963,female,-0.0004
27,1964,female,-0.0005
27,1965,female,-0.0001
27,1966,female,0.0007
27,1967,female,0.0022
27,1968,female,0.0045
27,1969,female,0.0081
27,1970,female,0.0128
27,1971,female,0.0182
27,1972,female,0.0236
27,1973,female,0.0279
27,1974,female,0.0307
27,1975,female,0.0317
27,1976,female,0.0308
27,1977,female,0.0288
27,1978,female,0.0263
27,1979,female,0.0239
27,1980,female,0.0216
27,1981,female,0.0191
27,1982,female,0.0157
27,1983,female,0.0111
27,1984,female,0.0054
27,1985,female,-0.0003
27,1986,female,-0.0048
27,1987,female,-0.0068
27,1988,female,-0.0062
27,1989,female,-0.0034
27,1990,female,0.0005
27,1991,female,0.0046
27,1992,female,0.0088
27,1993,female,0.0132
27,1994,female,0.0178
27,1995,female,0.022
27,1996,female,0.0247
27,1997,female,0.0245
27,1998,female,0.0212
27,1999,female,0.0152
27,2000,female,0.0081
27,2001,female,0.0014
27,2002,female,-0.0037
27,2003,female,-0.0068
27,2004,female,-0.008
27,2005,female,-0.0075
27,2006,female,-0.006
27,2007,female,-0.004
27,2008,female,-0.0025
27,2009,female,-0.0024
27,2010,female,-0.0042
27,2011,female,-0.0083
27,2012,female,-0.0142
27,2013,female,-0.0209
27,2014,female,-0.027
27,2015,female,-0.0309
27,2016,female,-0.0315
27,2017,female,-0.0285
27,2018,female,-0.0266
27,2019,female,-0.0234
27,2020,female,-0.0195
27,2021,female,-0.015
27,2022,female,-0.0103
27,2023,female,-0.0057
27,2024,female,-0.0014
27,2025,female,0.002
27,2026,female,0.0046
27,2027,female,0.0063
27,2028,female,0.0074
27,2029,female,0.0084
27,2030,female,0.0094
27,2031,female,0.0104
27,2032,female,0.0112
27,2033,female,0.012
27,2034,female,0.0126
27,2035,female,0.0131
27,2036,female,0.0134
27,2037,female,0.0135
28,1951,female,0.0714
28,1952,female,0.0627
28,1953,female,0.0538
28,1954,female,0.0443
28,1955,female,0.0347
28,1956,female,0.0255
28,1957,female,0.0176
28,1958,female,0.0114
28,1959,female,0.0068
28,1960,female,0.0036
28,1961,female,0.0014
28,1962,female,0.0001
28,1963,female,-0.0004
28,1964,female,-0.0002
28,1965,female,0.0005
28,1966,female,0.0016
28,1967,female,0.0035
28,1968,female,0.0062
28,1969,female,0.0099
28,1970,female,0.0148
28,1971,female,0.0202
28,1972,female,0.0257
28,1973,female,0.0303
28,1974,female,0.0333
28,1975,female,0.0343
28,1976,female,0.0334
28,1977,female,0.0312
28,1978,female,0.0282
28,1979,female,0.0251
28,1980,female,0.0219
28,1981,female,0.0184
28,1982,female,0.0142
28,1983,female,0.0088
28,1984,female,0.0027
28,1985,female,-0.0033
28,1986,female,-0.0077
28,1987,female,-0.0097
28,1988,female,-0.0088
28,1989,female,-0.0058
28,1990,female,-0.0018
28,1991,female,0.0026
28,1992,female,0.007
28,1993,female,0.0118
28,1994,female,0.0169
28,1995,female,0.0219
28,1996,female,0.0253
28,1997,female,0.026
28,1998,female,0.0233
28,1999,female,0.0178
28,2000,female,0.0108
28,2001,female,0.0041
28,2002,female,-0.0013
28,2003,female,-0.0049
28,2004,female,-0.0067
28,2005,female,-0.0069
28,2006,female,-0.0061
28,2007,female,-0.0047
28,2008,female,-0.0038
28,2009,female,-0.0041
28,2010,female,-0.0062
28,2011,female,-0.0104
28,2012,female,-0.0163
28,2013,female,-0.023
28,2014,female,-0.0292
28,2015,female,-0.0332
28,2016,female,-0.0339
28,2017,female,-0.031
28,2018,female,-0.029
28,2019,female,-0.0257
28,2020,female,-0.0215
28,2021,female,-0.0167
28,2022,female,-0.0117
28,2023,female,-0.0067
28,2024,female,-0.0021
28,2025,female,0.0018
28,2026,female,0.0046
28,2027,female,0.0063
28,2028,female,0.0074
28,2029,female,0.0084
28,2030,female,0.0094
28,2031,female,0.0104
28,2032,female,0.0112
28,2033,female,0.012
28,2034,female,0.0126
28,2035,female,0.0131
28,2036,female,0.0134
28,2037,female,0.0135
29,1951,female,0.0701
29,1952,female,0.0614
29,1953,female,0.0525
29,1954,female,0.0431
29,1955,female,0.0335
29,1956,female,0.0245
29,1957,female,0.0168
29,1958,female,0.0108
29,1959,female,0.0064
29,1960,female,0.0033
29,1961,female,0.0012
29,1962,female,-0.0001
29,1963,female,-0.0007
29,1964,female,-0.0004
29,1965,female,0.0005
29,1966,female,0.0021
29,1967,female,0.0044
29,1968,female,0.0074
29,1969,female,0.0115
29,1970,female,0.0165
29,1971,female,0.0221
29,1972,female,0.0277
29,1973,female,0.0325
29,1974,female,0.0357
29,1975,female,0.0369
29,1976,female,0.0361
29,1977,female,0.0337
29,1978,female,0.0303
29,1979,female,0.0265
29,1980,female,0.0225
29,1981,female,0.0181
29,1982,female,0.013
29,1983,female,0.0069
29,1984,female,0.0003
29,1985,female,-0.0058
29,1986,female,-0.0102
29,1987,female,-0.012
29,1988,female,-0.0111
29,1989,female,-0.0081
29,1990,female,-0.004
29,1991,female,0.0005
29,1992,female,0.0051
29,1993,female,0.01
29,1994,female,0.0156
29,1995,female,0.0211
29,1996,female,0.0253
29,1997,female,0.0267
29,1998,female,0.0247
29,1999,female,0.0198
29,2000,female,0.0133
29,2001,female,0.0067
29,2002,female,0.0013
29,2003,female,-0.0026
29,2004,female,-0.0047
29,2005,female,-0.0054
29,2006,female,-0.0051
29,2007,female,-0.0044
29,2008,female,-0.0042
29,2009,female,-0.0051
29,2010,female,-0.0076
29,2011,female,-0.012
29,2012,female,-0.0179
29,2013,female,-0.0247
29,2014,female,-0.031
29,2015,female,-0.0352
29,2016,female,-0.0361
29,2017,female,-0.0334
29,2018,female,-0.0314
29,2019,female,-0.0279
29,2020,female,-0.0235
29,2021,female,-0.0184
29,2022,female,-0.0131
29,2023,female,-0.0078
29,2024,female,-0.0029
29,2025,female,0.0013
29,2026,female,0.0045
29,2027,female,0.0063
29,2028,female,0.0074
29,2029,female,0.0084
29,2030,female,0.0094
29,2031,female,0.0104
29,2032,female,0.0112
29,2033,female,0.012
29,2034,female,0.0126
29,2035,female,0.0131
29,2036,female,0.0134
29,2037,female,0.0135
30,1951,female,0.0684
30,1952,female,0.0598
30,1953,female,0.051
30,1954,female,0.0418
30,1955,female,0.0324
30,1956,female,0.0237
30,1957,female,0.0162
30,1958,female,0.0104
30,1959,female,0.0061
30,1960,female,0.003
30,1961,female,0.0008
30,1962,female,-0.0006
30,1963,female,-0.0013
30,1964,female,-0.001
30,1965,female,0.0001
30,1966,female,0.002
30,1967,female,0.0048
30,1968,female,0.0083
30,1969,female,0.0126
30,1970,female,0.0179
30,1971,female,0.0237
30,1972,female,0.0295
30,1973,female,0.0345
30,1974,female,0.038
30,1975,female,0.0394
30,1976,female,0.0387
30,1977,female,0.0362
30,1978,female,0.0325
30,1979,female,0.0282
30,1980,female,0.0234
30,1981,female,0.0182
30,1982,female,0.0123
30,1983,female,0.0056
30,1984,female,-0.0014
30,1985,female,-0.0077
30,1986,female,-0.0121
30,1987,female,-0.0138
30,1988,female,-0.0129
30,1989,female,-0.0101
30,1990,female,-0.0062
30,1991,female,-0.0018
30,1992,female,0.0029
30,1993,female,0.008
30,1994,female,0.0138
30,1995,female,0.0198
30,1996,female,0.0245
30,1997,female,0.0266
30,1998,female,0.0253
30,1999,female,0.0212
30,2000,female,0.0153
30,2001,female,0.0091
30,2002,female,0.0039
30,2003,female,0.0001
30,2004,female,-0.0022
30,2005,female,-0.0033
30,2006,female,-0.0034
30,2007,female,-0.0033
30,2008,female,-0.0038
30,2009,female,-0.0054
30,2010,female,-0.0084
30,2011,female,-0.013
30,2012,female,-0.0191
30,2013,female,-0.0259
30,2014,female,-0.0323
30,2015,female,-0.0368
30,2016,female,-0.0379
30,2017,female,-0.0355
30,2018,female,-0.0336
30,2019,female,-0.0301
30,2020,female,-0.0254
30,2021,female,-0.0201
30,2022,female,-0.0145
30,2023,female,-0.0089
30,2024,female,-0.0037
30,2025,female,0.0007
30,2026,female,0.0042
30,2027,female,0.0063
30,2028,female,0.0074
30,2029,female,0.0084
30,2030,female,0.0094
30,2031,female,0.0104
30,2032,female,0.0112
30,2033,female,0.012
30,2034,female,0.0126
30,2035,female,0.0131
30,2036,female,0.0134
30,2037,female,0.0135
31,1951,female,0.0665
31,1952,female,0.0581
31,1953,female,0.0494
31,1954,female,0.0405
31,1955,female,0.0314
31,1956,female,0.023
31,1957,female,0.0158
31,1958,female,0.0101
31,1959,female,0.0059
31,1960,female,0.0028
31,1961,female,0.0004
31,1962,female,-0.0012
31,1963,female,-0.002
31,1964,female,-0.0019
31,1965,female,-0.0006
31,1966,female,0.0017
31,1967,female,0.0048
31,1968,female,0.0086
31,1969,female,0.0134
31,1970,female,0.0189
31,1971,female,0.0249
31,1972,female,0.0309
31,1973,female,0.0362
31,1974,female,0.04
31,1975,female,0.0416
31,1976,female,0.041
31,1977,female,0.0386
31,1978,female,0.0347
31,1979,female,0.0299
31,1980,female,0.0246
31,1981,female,0.0187
31,1982,female,0.0122
31,1983,female,0.005
31,1984,female,-0.0024
31,1985,female,-0.0087
31,1986,female,-0.0131
31,1987,female,-0.0149
31,1988,female,-0.0142
31,1989,female,-0.0118
31,1990,female,-0.0082
31,1991,female,-0.004
31,1992,female,0.0005
31,1993,female,0.0057
31,1994,female,0.0116
31,1995,female,0.0179
31,1996,female,0.0231
31,1997,female,0.0257
31,1998,female,0.0251
31,1999,female,0.0217
31,2000,female,0.0165
31,2001,female,0.0111
31,2002,female,0.0064
31,2003,female,0.0029
31,2004,female,0.0007
31,2005,female,-0.0005
31,2006,female,-0.001
31,2007,female,-0.0014
31,2008,female,-0.0026
31,2009,female,-0.0049
31,2010,female,-0.0085
31,2011,female,-0.0135
31,2012,female,-0.0197
31,2013,female,-0.0266
31,2014,female,-0.0332
31,2015,female,-0.0378
31,2016,female,-0.0391
31,2017,female,-0.0372
31,2018,female,-0.0354
31,2019,female,-0.032
31,2020,female,-0.0273
31,2021,female,-0.0217
31,2022,female,-0.0159
31,2023,female,-0.01
31,2024,female,-0.0046
31,2025,female,0.0001
31,2026,female,0.0037
31,2027,female,0.006
31,2028,female,0.0074
31,2029,female,0.0084
31,2030,female,0.0094
31,2031,female,0.0104
31,2032,female,0.0112
31,2033,female,0.012
31,2034,female,0.0126
31,2035,female,0.0131
31,2036,female,0.0134
31,2037,female,0.0135
32,1951,female,0.0643
32,1952,female,0.0562
32,1953,female,0.0479
32,1954,female,0.0393
32,1955,female,0.0307
32,1956,female,0.0225
32,1957,female,0.0156
32,1958,female,0.0101
32,1959,female,0.0058
32,1960,female,0.0025
32,1961,female,-0.0001
32,1962,female,-0.002
32,1963,female,-0.0029
32,1964,female,-0.0028
32,1965,female,-0.0014
32,1966,female,0.001
32,1967,female,0.0044
32,1968,female,0.0086
32,1969,female,0.0137
32,1970,female,0.0195
32,1971,female,0.0258
32,1972,female,0.032
32,1973,female,0.0376
32,1974,female,0.0416
32,1975,female,0.0434
32,1976,female,0.043
32,1977,female,0.0406
32,1978,female,0.0366
32,1979,female,0.0316
32,1980,female,0.0259
32,1981,female,0.0197
32,1982,female,0.0127
32,1983,female,0.0052
32,1984,female,-0.0023
32,1985,female,-0.0087
32,1986,female,-0.0131
32,1987,female,-0.0152
32,1988,female,-0.0149
32,1989,female,-0.013
32,1990,female,-0.0099
32,1991,female,-0.0062
32,1992,female,-0.0019
32,1993,female,0.0031
32,1994,female,0.0092
32,1995,female,0.0155
32,1996,female,0.021
32,1997,female,0.024
32,1998,female,0.0239
32,1999,female,0.0213
32,2000,female,0.017
32,2001,female,0.0124
32,2002,female,0.0085
32,2003,female,0.0056
32,2004,female,0.0037
32,2005,female,0.0026
32,2006,female,0.002
32,2007,female,0.0011
32,2008,female,-0.0007
32,2009,female,-0.0037
32,2010,female,-0.0078
32,2011,female,-0.0133
32,2012,female,-0.0197
32,2013,female,-0.0268
32,2014,female,-0.0334
32,2015,female,-0.0382
32,2016,female,-0.0397
32,2017,female,-0.0382
32,2018,female,-0.0368
32,2019,female,-0.0335
32,2020,female,-0.0288
32,2021,female,-0.0232
32,2022,female,-0.0171
32,2023,female,-0.0111
32,2024,female,-0.0055
32,2025,female,-0.0006
32,2026,female,0.0032
32,2027,female,0.0056
32,2028,female,0.0071
32,2029,female,0.0084
32,2030,female,0.0094
32,2031,female,0.0104
32,2032,female,0.0112
32,2033,female,0.012
32,2034,female,0.0126
32,2035,female,0.0131
32,2036,female,0.0134
32,2037,female,0.0135
33,1951,female,0.062
33,1952,female,0.0543
33,1953,female,0.0464
33,1954,female,0.0383
33,1955,female,0.0301
33,1956,female,0.0223
33,1957,female,0.0156
33,1958,female,0.0102
33,1959,female,0.0058
33,1960,female,0.0022
33,1961,female,-0.0006
